spec_T,Surname,Name,OCC,Diameter,TOF,Launch_date,Min_dv,Duration,Stay
0.8959631323814392,1999 DB2,,0,0.88,430.0,2040-07-31 00:00:00,26.54,398,8
0.90574711561203,1999 DY2,,6,0.23,170.0,2030-10-12 00:00:00,17.47,338,8
0.9557381272315979,1999 FN19,,0,0.17,300.0,2036-07-12 00:00:00,10.28,368,8
0.90574711561203,1999 RB32,,0,0.51,430.0,2032-11-30 00:00:00,18.19,443,8
0.8790338635444641,1999 SE10,,6,0.56,410.0,2045-04-16 00:00:00,28.27,413,8
0.9557381272315979,1999 SK10,,0,0.6,440.0,2027-03-22 00:00:00,16.91,398,8
0.9623211622238159,1999 YD,,6,0.34,420.0,2026-02-15 00:00:00,16.05,398,8
0.9648019671440125,2000 AE205,,1,0.14,290.0,2048-07-09 00:00:00,5.96,353,8
0.8707402348518372,2000 AH205,,2,0.17,390.0,2041-03-08 00:00:00,9.74,443,8
0.8959631323814392,2000 CN33,,6,0.68,440.0,2045-08-14 00:00:00,25.07,353,8
0.9655294418334961,2000 DO8,,7,0.06,220.0,2034-08-22 00:00:00,16.26,448,13
0.8959631323814392,2000 GV127,,0,0.81,440.0,2042-09-19 00:00:00,24.6,383,8
0.8902148008346558,2000 KL33,,1,0.64,140.0,2043-04-07 00:00:00,17.79,443,8
0.8959631323814392,2000 WJ63,,5,0.37,430.0,2043-07-06 00:00:00,21.09,398,8
0.9600441455841064,2000 WL63,,0,0.61,160.0,2036-12-09 00:00:00,17.57,368,8
0.9357395172119141,2000 WM63,,2,0.58,200.0,2047-09-13 00:00:00,13.84,448,163
0.8503686189651489,2000 YA,,0,0.1,420.0,2044-10-08 00:00:00,17.14,398,8
0.9058985114097595,2001 EC,,1,1.1,440.0,2042-07-01 00:00:00,18.35,398,8
0.90574711561203,2001 HK31,,6,0.35,440.0,2038-07-02 00:00:00,17.45,368,8
0.9557381272315979,2001 JV1,,1,0.28,290.0,2040-08-20 00:00:00,14.05,398,8
0.513573944568634,2001 SJ262,,0,0.34,380.0,2026-04-06 00:00:00,32.51,398,8
0.9469115734100342,2001 SG286,,0,0.35,150.0,2049-11-11 00:00:00,12.74,368,8
0.90574711561203,2001 TY44,,0,0.48,100.0,2030-10-02 00:00:00,17.51,418,13
0.8503686189651489,2001 TC45,,0,0.81,190.0,2044-09-08 00:00:00,23.99,413,8
0.8886467814445496,2001 UC5,,9,0.3,420.0,2028-05-15 00:00:00,33.83,338,8
0.8845962882041931,2001 UU92,,0,0.53,440.0,2035-03-20 00:00:00,24.05,413,8
0.90574711561203,2001 WH2,,1,0.53,370.0,2036-05-13 00:00:00,21.02,398,8
0.90574711561203,2001 YE1,,6,0.39,140.0,2038-05-03 00:00:00,14.06,338,8
0.8503686189651489,2002 AV,,0,0.37,360.0,2031-12-16 00:00:00,16.83,413,8
0.8959631323814392,2002 AQ2,,0,1.05,430.0,2036-09-10 00:00:00,22.35,353,8
0.9661006331443787,2002 AT4,,0,0.32,440.0,2029-06-19 00:00:00,12.92,368,8
0.9354631304740906,2002 AK14,,2,0.28,180.0,2043-10-24 00:00:00,11.64,448,163
0.90574711561203,2002 AH29,,5,0.28,310.0,2046-06-10 00:00:00,19.02,398,8
0.9429911375045776,2002 AL31,,7,0.07,140.0,2029-07-09 00:00:00,8.95,368,8
0.90574711561203,2002 BA1,,0,0.28,420.0,2048-07-19 00:00:00,23.55,443,8
0.6382375955581665,2002 BM26,,0,0.84,360.0,2048-08-18 00:00:00,23.34,368,8
0.8902148008346558,2002 CS11,,6,0.29,440.0,2044-12-17 00:00:00,18.95,413,8
0.23329246044158936,2002 CT46,,5,0.16,440.0,2041-10-04 00:00:00,21.69,328,13
0.90574711561203,2002 DH2,,0,0.48,220.0,2042-06-21 00:00:00,21.6,443,8
0.8973981738090515,2002 DO3,,6,0.23,310.0,2039-07-17 00:00:00,11.46,338,8
0.957049548625946,2002 DQ3,,6,0.1,380.0,2032-06-13 00:00:00,10.93,443,8
0.9447842240333557,2002 EA,,8,0.18,120.0,2030-09-02 00:00:00,15.0,353,8
0.9831030368804932,2002 EC,,7,0.12,430.0,2042-09-29 00:00:00,13.27,173,8
0.9630048274993896,2009 DD45,,4,0.04,230.0,2037-08-06 00:00:00,11.67,393,18
